    1.0000    39     1     1     1
    1.0000    39     1     1     2
    1.0000    39     1     1     3
    1.0000    39     1     1     4
    1.0000    39     1     1     5
    1.0000    39     1     2     1
    1.0000    39     1     2     2
    1.0000    39     1     2     3
    1.0000    39     1     2     4
    1.0000    39     1     2     5
    1.0000    39     1     3     1
    1.0000    39     1     3     2
    1.0000    39     1     3     3
    1.0000    39     1     3     4
    1.0000    39     1     3     5
    1.0000    39     1     4     1
    1.0000    39     1     4     2
    1.0000    39     1     4     3
    1.0000    39     1     4     4
    1.0000    39     1     4     5
    1.0000    39     1     5     1
    1.0000    39     1     5     2
    1.0000    39     1     5     3
    1.0000    39     1     5     4
    1.0000    39     1     5     5
    1.0000    39     1     6     1
    1.0000    39     1     6     2
    1.0000    39     1     6     3
    1.0000    39     1     6     4
    1.0000    39     1     6     5
    1.0000    39     1     7     1
    1.0000    39     1     7     2
    1.0000    39     1     7     3
    1.0000    39     1     7     4
    1.0000    39     1     7     5
    0.8709    39     1     8     1
    1.0000    39     1     8     2
    1.0000    39     1     8     3
    1.0000    39     1     8     4
    1.0000    39     1     8     5
    0.7181    39     1     9     1
    1.0000    39     1     9     2
    1.0000    39     1     9     3
    1.0000    39     1     9     4
    1.0000    39     1     9     5
    0.5924    39     1    10     1
    1.0000    39     1    10     2
    1.0000    39     1    10     3
    1.0000    39     1    10     4
    1.0000    39     1    10     5
    0.4958    39     1    11     1
    1.0000    39     1    11     2
    1.0000    39     1    11     3
    1.0000    39     1    11     4
    1.0000    39     1    11     5
    0.4312    39     1    12     1
    1.0000    39     1    12     2
    1.0000    39     1    12     3
    1.0000    39     1    12     4
    1.0000    39     1    12     5
    0.3858    39     1    13     1
    1.0000    39     1    13     2
    1.0000    39     1    13     3
    1.0000    39     1    13     4
    1.0000    39     1    13     5
    0.3489    39     1    14     1
    1.0000    39     1    14     2
    1.0000    39     1    14     3
    1.0000    39     1    14     4
    1.0000    39     1    14     5
    0.3208    39     1    15     1
    1.0000    39     1    15     2
    1.0000    39     1    15     3
    1.0000    39     1    15     4
    1.0000    39     1    15     5
    0.2966    39     1    16     1
    1.0000    39     1    16     2
    1.0000    39     1    16     3
    1.0000    39     1    16     4
    1.0000    39     1    16     5
    0.2753    39     1    17     1
    1.0000    39     1    17     2
    1.0000    39     1    17     3
    1.0000    39     1    17     4
    1.0000    39     1    17     5
    0.2576    39     1    18     1
    1.0000    39     1    18     2
    1.0000    39     1    18     3
    1.0000    39     1    18     4
    1.0000    39     1    18     5
    0.2437    39     1    19     1
    1.0000    39     1    19     2
    1.0000    39     1    19     3
    1.0000    39     1    19     4
    1.0000    39     1    19     5
    0.2373    39     1    20     1
    1.0000    39     1    20     2
    1.0000    39     1    20     3
    1.0000    39     1    20     4
    1.0000    39     1    20     5
    0.2300    39     1    21     1
    1.0000    39     1    21     2
    1.0000    39     1    21     3
    1.0000    39     1    21     4
    1.0000    39     1    21     5
    0.2192    39     1    22     1
    1.0000    39     1    22     2
    1.0000    39     1    22     3
    1.0000    39     1    22     4
    1.0000    39     1    22     5
    0.2102    39     1    23     1
    1.0000    39     1    23     2
    1.0000    39     1    23     3
    1.0000    39     1    23     4
    1.0000    39     1    23     5
    0.2042    39     1    24     1
    1.0000    39     1    24     2
    1.0000    39     1    24     3
    1.0000    39     1    24     4
    1.0000    39     1    24     5
    0.2000    39     1    25     1
    1.0000    39     1    25     2
    1.0000    39     1    25     3
    1.0000    39     1    25     4
    1.0000    39     1    25     5
    0.2057    39     1    26     1
    1.0000    39     1    26     2
    1.0000    39     1    26     3
    1.0000    39     1    26     4
    1.0000    39     1    26     5
    0.2075    39     1    27     1
    1.0000    39     1    27     2
    1.0000    39     1    27     3
    1.0000    39     1    27     4
    1.0000    39     1    27     5
    0.2092    39     1    28     1
    1.0000    39     1    28     2
    1.0000    39     1    28     3
    1.0000    39     1    28     4
    1.0000    39     1    28     5
    0.2122    39     1    29     1
    1.0000    39     1    29     2
    1.0000    39     1    29     3
    1.0000    39     1    29     4
    1.0000    39     1    29     5
    0.2120    39     1    30     1
    1.0000    39     1    30     2
    1.0000    39     1    30     3
    1.0000    39     1    30     4
    1.0000    39     1    30     5
    0.2162    39     1    31     1
    1.0000    39     1    31     2
    1.0000    39     1    31     3
    1.0000    39     1    31     4
    1.0000    39     1    31     5
    0.2252    39     1    32     1
    1.0000    39     1    32     2
    1.0000    39     1    32     3
    1.0000    39     1    32     4
    1.0000    39     1    32     5
    0.2390    39     1    33     1
    1.0000    39     1    33     2
    1.0000    39     1    33     3
    1.0000    39     1    33     4
    1.0000    39     1    33     5
    0.2566    39     1    34     1
    1.0000    39     1    34     2
    1.0000    39     1    34     3
    1.0000    39     1    34     4
    1.0000    39     1    34     5
    0.2797    39     1    35     1
    1.0000    39     1    35     2
    1.0000    39     1    35     3
    1.0000    39     1    35     4
    1.0000    39     1    35     5
    0.3024    39     1    36     1
    1.0000    39     1    36     2
    1.0000    39     1    36     3
    1.0000    39     1    36     4
    1.0000    39     1    36     5
    0.3194    39     1    37     1
    1.0000    39     1    37     2
    1.0000    39     1    37     3
    1.0000    39     1    37     4
    1.0000    39     1    37     5
    0.3287    39     1    38     1
    1.0000    39     1    38     2
    1.0000    39     1    38     3
    1.0000    39     1    38     4
    1.0000    39     1    38     5
    0.3299    39     1    39     1
    1.0000    39     1    39     2
    1.0000    39     1    39     3
    1.0000    39     1    39     4
    1.0000    39     1    39     5
    0.3243    39     1    40     1
    1.0000    39     1    40     2
    1.0000    39     1    40     3
    1.0000    39     1    40     4
    1.0000    39     1    40     5
    0.3148    39     1    41     1
    1.0000    39     1    41     2
    1.0000    39     1    41     3
    1.0000    39     1    41     4
    1.0000    39     1    41     5
    0.3014    39     1    42     1
    1.0000    39     1    42     2
    1.0000    39     1    42     3
    1.0000    39     1    42     4
    1.0000    39     1    42     5
    0.2914    39     1    43     1
    1.0000    39     1    43     2
    1.0000    39     1    43     3
    1.0000    39     1    43     4
    1.0000    39     1    43     5
    0.2866    39     1    44     1
    1.0000    39     1    44     2
    1.0000    39     1    44     3
    1.0000    39     1    44     4
    1.0000    39     1    44     5
    0.2828    39     1    45     1
    1.0000    39     1    45     2
    1.0000    39     1    45     3
    1.0000    39     1    45     4
    1.0000    39     1    45     5
    0.2822    39     1    46     1
    1.0000    39     1    46     2
    1.0000    39     1    46     3
    1.0000    39     1    46     4
    1.0000    39     1    46     5
    0.2798    39     1    47     1
    1.0000    39     1    47     2
    1.0000    39     1    47     3
    1.0000    39     1    47     4
    1.0000    39     1    47     5
    0.2824    39     1    48     1
    1.0000    39     1    48     2
    1.0000    39     1    48     3
    1.0000    39     1    48     4
    1.0000    39     1    48     5
    0.2850    39     1    49     1
    1.0000    39     1    49     2
    1.0000    39     1    49     3
    1.0000    39     1    49     4
    1.0000    39     1    49     5
    0.2835    39     1    50     1
    1.0000    39     1    50     2
    1.0000    39     1    50     3
    0.9298    39     1    50     4
    1.0000    39     1    50     5
    0.2773    39     1    51     1
    1.0000    39     1    51     2
    1.0000    39     1    51     3
    0.8618    39     1    51     4
    1.0000    39     1    51     5
    0.2659    39     1    52     1
    1.0000    39     1    52     2
    1.0000    39     1    52     3
    0.7968    39     1    52     4
    1.0000    39     1    52     5
    0.2534    39     1    53     1
    1.0000    39     1    53     2
    1.0000    39     1    53     3
    0.7441    39     1    53     4
    1.0000    39     1    53     5
    0.2392    39     1    54     1
    1.0000    39     1    54     2
    1.0000    39     1    54     3
    0.7012    39     1    54     4
    1.0000    39     1    54     5
    0.2259    39     1    55     1
    1.0000    39     1    55     2
    1.0000    39     1    55     3
    0.6691    39     1    55     4
    1.0000    39     1    55     5
    0.2178    39     1    56     1
    1.0000    39     1    56     2
    1.0000    39     1    56     3
    0.6501    39     1    56     4
    1.0000    39     1    56     5
    0.2145    39     1    57     1
    1.0000    39     1    57     2
    1.0000    39     1    57     3
    0.6354    39     1    57     4
    1.0000    39     1    57     5
    0.2160    39     1    58     1
